Mine,Country,Parent,Type,Emissions Change 2021-2024 (%),Carbon Cost % @$100,Break-even Price,Stranded @$100
El Salvador Mine,CHL,Codelco Corp,Both,102.37785777736221,39.53952465392114,75.87344628591758,True
